file_name,positive_percent,value
476_TMA_IHC_TumorCenter_CD56_1.png,3.707,2.3403323
476_TMA_IHC_TumorCenter_CD68_0.png,5.718,8.599809
476_TMA_IHC_TumorCenter_CD68_1.png,9.426,9.099016
476_TMA_IHC_TumorCenter_CD163_0.png,8.632,10.558408
476_TMA_IHC_TumorCenter_CD163_1.png,7.32,7.597303
476_TMA_IHC_TumorCenter_MHC1_0.png,4.991,8.507169
476_TMA_IHC_TumorCenter_MHC1_1.png,11.11,11.294688
476_TMA_IHC_TumorCenter_PDL1_0.png,5.218,5.3989244
476_TMA_IHC_TumorCenter_PDL1_1.png,17.35,12.338892
476_TMA_IHC_InvasionFront_CD3_0.png,17.93,20.989426
476_TMA_IHC_InvasionFront_CD3_1.png,18.91,17.388031
476_TMA_IHC_InvasionFront_CD8_0.png,13.31,15.988189
476_TMA_IHC_InvasionFront_CD8_1.png,9.449,9.790442
476_TMA_IHC_InvasionFront_CD56_0.png,1.9,1.6055208
476_TMA_IHC_InvasionFront_CD56_1.png,2.277,2.797876
476_TMA_IHC_InvasionFront_CD68_0.png,3.439,6.1342506
476_TMA_IHC_InvasionFront_CD68_1.png,4.294,6.4387174
476_TMA_IHC_InvasionFront_CD163_0.png,6.207,7.24756
476_TMA_IHC_InvasionFront_CD163_1.png,7.359,8.387472
476_TMA_IHC_InvasionFront_MHC1_0.png,18.74,21.067135
476_TMA_IHC_InvasionFront_MHC1_1.png,24.87,19.578594
476_TMA_IHC_InvasionFront_PDL1_0.png,12.88,19.388138
476_TMA_IHC_InvasionFront_PDL1_1.png,12.26,17.545883
162_TMA_IHC_TumorCenter_CD3_0.png,9.566,7.754431
162_TMA_IHC_TumorCenter_CD3_1.png,15.95,13.415228
162_TMA_IHC_TumorCenter_CD8_0.png,8.488,5.9043555
162_TMA_IHC_TumorCenter_CD8_1.png,4.108,5.888396
162_TMA_IHC_TumorCenter_CD56_0.png,1.929,2.0090725
162_TMA_IHC_TumorCenter_CD56_1.png,2.124,1.4169801
162_TMA_IHC_TumorCenter_CD68_0.png,10.09,10.546224
162_TMA_IHC_TumorCenter_CD68_1.png,8.795,9.873044
162_TMA_IHC_TumorCenter_CD163_0.png,12.33,12.722516
162_TMA_IHC_TumorCenter_CD163_1.png,6.729,7.5568423
162_TMA_IHC_TumorCenter_MHC1_0.png,0.0762,0.174848
162_TMA_IHC_TumorCenter_MHC1_1.png,0.4062,0.5322329
162_TMA_IHC_TumorCenter_PDL1_0.png,1.618,2.472526
162_TMA_IHC_TumorCenter_PDL1_1.png,1.315,6.537132
162_TMA_IHC_InvasionFront_CD3_0.png,3.148,4.9252305
162_TMA_IHC_InvasionFront_CD3_1.png,1.778,3.105962
162_TMA_IHC_InvasionFront_CD8_0.png,2.889,2.5592444
162_TMA_IHC_InvasionFront_CD8_1.png,0.9909,1.6689281
162_TMA_IHC_InvasionFront_CD56_0.png,1.645,0.547676
162_TMA_IHC_InvasionFront_CD56_1.png,1.582,4.705379
162_TMA_IHC_InvasionFront_CD68_0.png,5.026,6.0150685
162_TMA_IHC_InvasionFront_CD68_1.png,2.153,4.504768
162_TMA_IHC_InvasionFront_CD163_0.png,7.922,9.37312
162_TMA_IHC_InvasionFront_CD163_1.png,3.996,5.6729503
162_TMA_IHC_InvasionFront_MHC1_0.png,0.4116,0.23140417
162_TMA_IHC_InvasionFront_MHC1_1.png,0.1394,0.5547911
162_TMA_IHC_InvasionFront_PDL1_0.png,2.154,4.825647
162_TMA_IHC_InvasionFront_PDL1_1.png,0.8106,8.730327
225_TMA_IHC_TumorCenter_CD3_0.png,5.846,5.0816736
225_TMA_IHC_TumorCenter_CD3_1.png,10.68,8.084998
225_TMA_IHC_TumorCenter_CD8_0.png,8.543,8.500756
225_TMA_IHC_TumorCenter_CD8_1.png,6.702,6.7959256
225_TMA_IHC_TumorCenter_CD56_0.png,1.792,0.8841956
225_TMA_IHC_TumorCenter_CD56_1.png,0.3772,0.35856405
225_TMA_IHC_TumorCenter_CD68_0.png,9.636,8.831373
225_TMA_IHC_TumorCenter_CD68_1.png,17.06,14.556435
225_TMA_IHC_TumorCenter_CD163_0.png,5.342,4.9550557
225_TMA_IHC_TumorCenter_CD163_1.png,11.64,9.048808
225_TMA_IHC_TumorCenter_MHC1_0.png,1.61,1.0149108
225_TMA_IHC_TumorCenter_MHC1_1.png,5.287,6.0995717
225_TMA_IHC_TumorCenter_PDL1_0.png,5.904,3.7174976
225_TMA_IHC_TumorCenter_PDL1_1.png,18.16,12.179984
225_TMA_IHC_InvasionFront_CD3_0.png,6.619,4.747396
225_TMA_IHC_InvasionFront_CD3_1.png,8.185,7.63337
225_TMA_IHC_InvasionFront_CD8_0.png,8.193,7.5031724
225_TMA_IHC_InvasionFront_CD8_1.png,8.18,7.8696604
225_TMA_IHC_InvasionFront_CD56_0.png,1.12,0.55192375
225_TMA_IHC_InvasionFront_CD56_1.png,0.8968,0.41077837
225_TMA_IHC_InvasionFront_CD68_0.png,13.73,9.398682
225_TMA_IHC_InvasionFront_CD68_1.png,15.93,13.422673
225_TMA_IHC_InvasionFront_CD163_0.png,11.07,7.825883
225_TMA_IHC_InvasionFront_CD163_1.png,15.83,12.248997
225_TMA_IHC_InvasionFront_MHC1_0.png,15.2,13.9567375
225_TMA_IHC_InvasionFront_MHC1_1.png,31.15,27.864346
225_TMA_IHC_InvasionFront_PDL1_0.png,18.27,13.532254
225_TMA_IHC_InvasionFront_PDL1_1.png,28.53,22.543331
116_TMA_IHC_TumorCenter_CD3_0.png,2.514,2.1925862
116_TMA_IHC_TumorCenter_CD3_1.png,2.048,2.3621495
116_TMA_IHC_TumorCenter_CD8_0.png,0.6214,0.49831614
116_TMA_IHC_TumorCenter_CD8_1.png,1.219,1.3242859
116_TMA_IHC_TumorCenter_CD56_0.png,3.942,0.95861965
116_TMA_IHC_TumorCenter_CD56_1.png,2.722,2.1469088
116_TMA_IHC_TumorCenter_CD68_0.png,7.467,6.841579
116_TMA_IHC_TumorCenter_CD68_1.png,10.91,8.771215
116_TMA_IHC_TumorCenter_CD163_0.png,5.438,4.291157
116_TMA_IHC_TumorCenter_CD163_1.png,4.704,3.458499
116_TMA_IHC_TumorCenter_MHC1_0.png,0.0449,0.1719438
116_TMA_IHC_TumorCenter_MHC1_1.png,0.1724,0.2185512
116_TMA_IHC_TumorCenter_PDL1_0.png,0.3366,0.5969248
116_TMA_IHC_TumorCenter_PDL1_1.png,2.575,2.031088
116_TMA_IHC_InvasionFront_CD3_0.png,3.062,4.201103
116_TMA_IHC_InvasionFront_CD3_1.png,2.06,2.4457104
116_TMA_IHC_InvasionFront_CD8_0.png,1.973,1.615544
116_TMA_IHC_InvasionFront_CD8_1.png,2.15,2.8490362
116_TMA_IHC_InvasionFront_CD56_0.png,3.083,1.2307954
116_TMA_IHC_InvasionFront_CD56_1.png,7.587,7.133816
116_TMA_IHC_InvasionFront_CD68_0.png,12.53,11.458837
116_TMA_IHC_InvasionFront_CD68_1.png,7.601,8.485636
116_TMA_IHC_InvasionFront_CD163_0.png,8.918,7.8671374
116_TMA_IHC_InvasionFront_CD163_1.png,11.22,12.85869
116_TMA_IHC_InvasionFront_MHC1_0.png,1.663,0.69789696
116_TMA_IHC_InvasionFront_MHC1_1.png,0.1339,0.44952065
116_TMA_IHC_InvasionFront_PDL1_0.png,6.527,6.3303633
116_TMA_IHC_InvasionFront_PDL1_1.png,4.159,7.5515428
583_TMA_IHC_TumorCenter_CD3_0.png,19.95,15.3611355
583_TMA_IHC_TumorCenter_CD3_1.png,26.01,22.099102
583_TMA_IHC_TumorCenter_CD8_0.png,17.15,15.453765
583_TMA_IHC_TumorCenter_CD8_1.png,13.88,10.806985
583_TMA_IHC_TumorCenter_CD56_0.png,12.35,9.343041
583_TMA_IHC_TumorCenter_CD56_1.png,8.375,6.836578
583_TMA_IHC_TumorCenter_CD68_0.png,11.86,9.3728
583_TMA_IHC_TumorCenter_CD68_1.png,14.62,12.677804
583_TMA_IHC_TumorCenter_CD163_0.png,11.8,11.167041
583_TMA_IHC_TumorCenter_CD163_1.png,10.5,8.851399
583_TMA_IHC_TumorCenter_MHC1_0.png,0.1403,0.16408248
583_TMA_IHC_TumorCenter_MHC1_1.png,0.0738,0.425427
583_TMA_IHC_TumorCenter_PDL1_0.png,1.062,3.3970816
583_TMA_IHC_TumorCenter_PDL1_1.png,3.878,5.42149
583_TMA_IHC_InvasionFront_CD3_0.png,2.876,4.084046
583_TMA_IHC_InvasionFront_CD3_1.png,1.87,2.561985
583_TMA_IHC_InvasionFront_CD8_0.png,2.571,2.7745154
583_TMA_IHC_InvasionFront_CD8_1.png,1.011,0.97201246
583_TMA_IHC_InvasionFront_CD56_0.png,1.618,2.0704715
583_TMA_IHC_InvasionFront_CD56_1.png,1.287,1.3414577
583_TMA_IHC_InvasionFront_CD68_0.png,8.121,9.53312
583_TMA_IHC_InvasionFront_CD68_1.png,3.29,4.037319
583_TMA_IHC_InvasionFront_CD163_0.png,11.5,13.329989
583_TMA_IHC_InvasionFront_CD163_1.png,5.375,4.8880134
583_TMA_IHC_InvasionFront_MHC1_0.png,4.869,11.9846735
583_TMA_IHC_InvasionFront_MHC1_1.png,1.053,3.0886252
583_TMA_IHC_InvasionFront_PDL1_0.png,12.2,11.549405
583_TMA_IHC_InvasionFront_PDL1_1.png,5.35,6.105513
559_TMA_IHC_TumorCenter_CD3_0.png,33.27,32.451202
559_TMA_IHC_TumorCenter_CD3_1.png,20.95,23.760818
559_TMA_IHC_TumorCenter_CD8_0.png,30.39,29.06606
559_TMA_IHC_TumorCenter_CD8_1.png,19.79,20.48838
559_TMA_IHC_TumorCenter_CD56_0.png,4.457,3.6632888
559_TMA_IHC_TumorCenter_CD56_1.png,3.048,3.6212347
559_TMA_IHC_TumorCenter_CD68_0.png,21.45,21.490154
559_TMA_IHC_TumorCenter_CD68_1.png,11.44,12.466519
559_TMA_IHC_TumorCenter_CD163_0.png,17.52,16.378445
559_TMA_IHC_TumorCenter_CD163_1.png,6.239,5.1383595
559_TMA_IHC_TumorCenter_MHC1_0.png,0.7752,1.8332814
559_TMA_IHC_TumorCenter_MHC1_1.png,0.3337,0.5707212
559_TMA_IHC_TumorCenter_PDL1_0.png,26.89,22.925741
559_TMA_IHC_TumorCenter_PDL1_1.png,31.67,30.761816
559_TMA_IHC_InvasionFront_CD3_0.png,3.12,3.7845743
559_TMA_IHC_InvasionFront_CD3_1.png,1.659,3.6818726
559_TMA_IHC_InvasionFront_CD8_0.png,2.759,4.1881313
559_TMA_IHC_InvasionFront_CD8_1.png,1.837,3.990164
559_TMA_IHC_InvasionFront_CD56_0.png,3.262,6.2263145
559_TMA_IHC_InvasionFront_CD56_1.png,3.774,7.9540806
559_TMA_IHC_InvasionFront_CD68_0.png,6.151,6.915511
559_TMA_IHC_InvasionFront_CD68_1.png,9.452,11.841149
559_TMA_IHC_InvasionFront_CD163_0.png,13.5,14.866595
559_TMA_IHC_InvasionFront_CD163_1.png,19.15,21.464657
559_TMA_IHC_InvasionFront_MHC1_0.png,1.401,1.8723539
559_TMA_IHC_InvasionFront_MHC1_1.png,0.5524,1.3734361
559_TMA_IHC_InvasionFront_PDL1_0.png,2.598,9.734694
559_TMA_IHC_InvasionFront_PDL1_1.png,2.688,11.382752
632_TMA_IHC_TumorCenter_CD3_0.png,6.351,6.3715196
632_TMA_IHC_TumorCenter_CD3_1.png,3.922,5.345101
632_TMA_IHC_TumorCenter_CD8_0.png,2.001,2.631071
632_TMA_IHC_TumorCenter_CD8_1.png,0.9741,0.9731658
632_TMA_IHC_TumorCenter_CD56_0.png,7.657,6.200933
632_TMA_IHC_TumorCenter_CD56_1.png,6.433,3.938769
632_TMA_IHC_TumorCenter_CD68_0.png,7.938,9.789493
632_TMA_IHC_TumorCenter_CD68_1.png,6.875,6.9584994
632_TMA_IHC_TumorCenter_CD163_0.png,9.717,10.739998
632_TMA_IHC_TumorCenter_CD163_1.png,6.861,6.7247176
632_TMA_IHC_TumorCenter_MHC1_0.png,0.6993,0.48096117
632_TMA_IHC_TumorCenter_MHC1_1.png,0.0394,0.32917693
632_TMA_IHC_TumorCenter_PDL1_0.png,0.1685,0.48593327
632_TMA_IHC_TumorCenter_PDL1_1.png,0.0777,0.4961423
632_TMA_IHC_InvasionFront_CD3_0.png,4.347,4.9187827
632_TMA_IHC_InvasionFront_CD3_1.png,6.177,5.970946
632_TMA_IHC_InvasionFront_CD8_0.png,4.781,4.431059
632_TMA_IHC_InvasionFront_CD8_1.png,6.426,4.222551
632_TMA_IHC_InvasionFront_CD56_0.png,7.432,3.9152436
632_TMA_IHC_InvasionFront_CD56_1.png,2.898,1.8478903
632_TMA_IHC_InvasionFront_CD68_0.png,8.045,8.7517805
632_TMA_IHC_InvasionFront_CD68_1.png,4.46,4.622957
632_TMA_IHC_InvasionFront_CD163_0.png,9.058,9.72029
632_TMA_IHC_InvasionFront_CD163_1.png,5.232,4.805672
632_TMA_IHC_InvasionFront_MHC1_0.png,1.22,0.6731457
632_TMA_IHC_InvasionFront_MHC1_1.png,7.92,4.397763
632_TMA_IHC_InvasionFront_PDL1_0.png,0.4626,3.5392718
632_TMA_IHC_InvasionFront_PDL1_1.png,1.747,5.880343
564_TMA_IHC_TumorCenter_CD3_0.png,5.618,6.8704867
564_TMA_IHC_TumorCenter_CD3_1.png,20.62,22.180046
564_TMA_IHC_TumorCenter_CD8_0.png,5.016,5.3831997
564_TMA_IHC_TumorCenter_CD8_1.png,17.95,14.668055
564_TMA_IHC_TumorCenter_CD56_0.png,1.975,2.6883261
564_TMA_IHC_TumorCenter_CD56_1.png,3.0,2.7997103
564_TMA_IHC_TumorCenter_CD68_0.png,13.35,15.209944
564_TMA_IHC_TumorCenter_CD68_1.png,16.0,16.858482
